,id,group,slice,height,width,img_path,msk_path
77,kidney_1_dense_0077,kidney_1_dense,77,1303,912,train/kidney_1_dense/images/0077.tif,train/kidney_1_dense/labels/0077.tif
78,kidney_1_dense_0078,kidney_1_dense,78,1303,912,train/kidney_1_dense/images/0078.tif,train/kidney_1_dense/labels/0078.tif
79,kidney_1_dense_0079,kidney_1_dense,79,1303,912,train/kidney_1_dense/images/0079.tif,train/kidney_1_dense/labels/0079.tif
80,kidney_1_dense_0080,kidney_1_dense,80,1303,912,train/kidney_1_dense/images/0080.tif,train/kidney_1_dense/labels/0080.tif
81,kidney_1_dense_0081,kidney_1_dense,81,1303,912,train/kidney_1_dense/images/0081.tif,train/kidney_1_dense/labels/0081.tif
82,kidney_1_dense_0082,kidney_1_dense,82,1303,912,train/kidney_1_dense/images/0082.tif,train/kidney_1_dense/labels/0082.tif
83,kidney_1_dense_0083,kidney_1_dense,83,1303,912,train/kidney_1_dense/images/0083.tif,train/kidney_1_dense/labels/0083.tif
84,kidney_1_dense_0084,kidney_1_dense,84,1303,912,train/kidney_1_dense/images/0084.tif,train/kidney_1_dense/labels/0084.tif
85,kidney_1_dense_0085,kidney_1_dense,85,1303,912,train/kidney_1_dense/images/0085.tif,train/kidney_1_dense/labels/0085.tif
86,kidney_1_dense_0086,kidney_1_dense,86,1303,912,train/kidney_1_dense/images/0086.tif,train/kidney_1_dense/labels/0086.tif
87,kidney_1_dense_0087,kidney_1_dense,87,1303,912,train/kidney_1_dense/images/0087.tif,train/kidney_1_dense/labels/0087.tif
88,kidney_1_dense_0088,kidney_1_dense,88,1303,912,train/kidney_1_dense/images/0088.tif,train/kidney_1_dense/labels/0088.tif
89,kidney_1_dense_0089,kidney_1_dense,89,1303,912,train/kidney_1_dense/images/0089.tif,train/kidney_1_dense/labels/0089.tif
90,kidney_1_dense_0090,kidney_1_dense,90,1303,912,train/kidney_1_dense/images/0090.tif,train/kidney_1_dense/labels/0090.tif
91,kidney_1_dense_0091,kidney_1_dense,91,1303,912,train/kidney_1_dense/images/0091.tif,train/kidney_1_dense/labels/0091.tif
92,kidney_1_dense_0092,kidney_1_dense,92,1303,912,train/kidney_1_dense/images/0092.tif,train/kidney_1_dense/labels/0092.tif
93,kidney_1_dense_0093,kidney_1_dense,93,1303,912,train/kidney_1_dense/images/0093.tif,train/kidney_1_dense/labels/0093.tif
94,kidney_1_dense_0094,kidney_1_dense,94,1303,912,train/kidney_1_dense/images/0094.tif,train/kidney_1_dense/labels/0094.tif
95,kidney_1_dense_0095,kidney_1_dense,95,1303,912,train/kidney_1_dense/images/0095.tif,train/kidney_1_dense/labels/0095.tif
96,kidney_1_dense_0096,kidney_1_dense,96,1303,912,train/kidney_1_dense/images/0096.tif,train/kidney_1_dense/labels/0096.tif
97,kidney_1_dense_0097,kidney_1_dense,97,1303,912,train/kidney_1_dense/images/0097.tif,train/kidney_1_dense/labels/0097.tif
98,kidney_1_dense_0098,kidney_1_dense,98,1303,912,train/kidney_1_dense/images/0098.tif,train/kidney_1_dense/labels/0098.tif
99,kidney_1_dense_0099,kidney_1_dense,99,1303,912,train/kidney_1_dense/images/0099.tif,train/kidney_1_dense/labels/0099.tif
100,kidney_1_dense_0100,kidney_1_dense,100,1303,912,train/kidney_1_dense/images/0100.tif,train/kidney_1_dense/labels/0100.tif
101,kidney_1_dense_0101,kidney_1_dense,101,1303,912,train/kidney_1_dense/images/0101.tif,train/kidney_1_dense/labels/0101.tif
102,kidney_1_dense_0102,kidney_1_dense,102,1303,912,train/kidney_1_dense/images/0102.tif,train/kidney_1_dense/labels/0102.tif
103,kidney_1_dense_0103,kidney_1_dense,103,1303,912,train/kidney_1_dense/images/0103.tif,train/kidney_1_dense/labels/0103.tif
104,kidney_1_dense_0104,kidney_1_dense,104,1303,912,train/kidney_1_dense/images/0104.tif,train/kidney_1_dense/labels/0104.tif
105,kidney_1_dense_0105,kidney_1_dense,105,1303,912,train/kidney_1_dense/images/0105.tif,train/kidney_1_dense/labels/0105.tif
106,kidney_1_dense_0106,kidney_1_dense,106,1303,912,train/kidney_1_dense/images/0106.tif,train/kidney_1_dense/labels/0106.tif
107,kidney_1_dense_0107,kidney_1_dense,107,1303,912,train/kidney_1_dense/images/0107.tif,train/kidney_1_dense/labels/0107.tif
108,kidney_1_dense_0108,kidney_1_dense,108,1303,912,train/kidney_1_dense/images/0108.tif,train/kidney_1_dense/labels/0108.tif
109,kidney_1_dense_0109,kidney_1_dense,109,1303,912,train/kidney_1_dense/images/0109.tif,train/kidney_1_dense/labels/0109.tif
110,kidney_1_dense_0110,kidney_1_dense,110,1303,912,train/kidney_1_dense/images/0110.tif,train/kidney_1_dense/labels/0110.tif
111,kidney_1_dense_0111,kidney_1_dense,111,1303,912,train/kidney_1_dense/images/0111.tif,train/kidney_1_dense/labels/0111.tif
112,kidney_1_dense_0112,kidney_1_dense,112,1303,912,train/kidney_1_dense/images/0112.tif,train/kidney_1_dense/labels/0112.tif
113,kidney_1_dense_0113,kidney_1_dense,113,1303,912,train/kidney_1_dense/images/0113.tif,train/kidney_1_dense/labels/0113.tif
114,kidney_1_dense_0114,kidney_1_dense,114,1303,912,train/kidney_1_dense/images/0114.tif,train/kidney_1_dense/labels/0114.tif
115,kidney_1_dense_0115,kidney_1_dense,115,1303,912,train/kidney_1_dense/images/0115.tif,train/kidney_1_dense/labels/0115.tif
116,kidney_1_dense_0116,kidney_1_dense,116,1303,912,train/kidney_1_dense/images/0116.tif,train/kidney_1_dense/labels/0116.tif
117,kidney_1_dense_0117,kidney_1_dense,117,1303,912,train/kidney_1_dense/images/0117.tif,train/kidney_1_dense/labels/0117.tif
118,kidney_1_dense_0118,kidney_1_dense,118,1303,912,train/kidney_1_dense/images/0118.tif,train/kidney_1_dense/labels/0118.tif
119,kidney_1_dense_0119,kidney_1_dense,119,1303,912,train/kidney_1_dense/images/0119.tif,train/kidney_1_dense/labels/0119.tif
120,kidney_1_dense_0120,kidney_1_dense,120,1303,912,train/kidney_1_dense/images/0120.tif,train/kidney_1_dense/labels/0120.tif
121,kidney_1_dense_0121,kidney_1_dense,121,1303,912,train/kidney_1_dense/images/0121.tif,train/kidney_1_dense/labels/0121.tif
122,kidney_1_dense_0122,kidney_1_dense,122,1303,912,train/kidney_1_dense/images/0122.tif,train/kidney_1_dense/labels/0122.tif
123,kidney_1_dense_0123,kidney_1_dense,123,1303,912,train/kidney_1_dense/images/0123.tif,train/kidney_1_dense/labels/0123.tif
124,kidney_1_dense_0124,kidney_1_dense,124,1303,912,train/kidney_1_dense/images/0124.tif,train/kidney_1_dense/labels/0124.tif
125,kidney_1_dense_0125,kidney_1_dense,125,1303,912,train/kidney_1_dense/images/0125.tif,train/kidney_1_dense/labels/0125.tif
126,kidney_1_dense_0126,kidney_1_dense,126,1303,912,train/kidney_1_dense/images/0126.tif,train/kidney_1_dense/labels/0126.tif
127,kidney_1_dense_0127,kidney_1_dense,127,1303,912,train/kidney_1_dense/images/0127.tif,train/kidney_1_dense/labels/0127.tif
128,kidney_1_dense_0128,kidney_1_dense,128,1303,912,train/kidney_1_dense/images/0128.tif,train/kidney_1_dense/labels/0128.tif
129,kidney_1_dense_0129,kidney_1_dense,129,1303,912,train/kidney_1_dense/images/0129.tif,train/kidney_1_dense/labels/0129.tif
130,kidney_1_dense_0130,kidney_1_dense,130,1303,912,train/kidney_1_dense/images/0130.tif,train/kidney_1_dense/labels/0130.tif
131,kidney_1_dense_0131,kidney_1_dense,131,1303,912,train/kidney_1_dense/images/0131.tif,train/kidney_1_dense/labels/0131.tif
132,kidney_1_dense_0132,kidney_1_dense,132,1303,912,train/kidney_1_dense/images/0132.tif,train/kidney_1_dense/labels/0132.tif
133,kidney_1_dense_0133,kidney_1_dense,133,1303,912,train/kidney_1_dense/images/0133.tif,train/kidney_1_dense/labels/0133.tif
134,kidney_1_dense_0134,kidney_1_dense,134,1303,912,train/kidney_1_dense/images/0134.tif,train/kidney_1_dense/labels/0134.tif
135,kidney_1_dense_0135,kidney_1_dense,135,1303,912,train/kidney_1_dense/images/0135.tif,train/kidney_1_dense/labels/0135.tif
136,kidney_1_dense_0136,kidney_1_dense,136,1303,912,train/kidney_1_dense/images/0136.tif,train/kidney_1_dense/labels/0136.tif
137,kidney_1_dense_0137,kidney_1_dense,137,1303,912,train/kidney_1_dense/images/0137.tif,train/kidney_1_dense/labels/0137.tif
138,kidney_1_dense_0138,kidney_1_dense,138,1303,912,train/kidney_1_dense/images/0138.tif,train/kidney_1_dense/labels/0138.tif
139,kidney_1_dense_0139,kidney_1_dense,139,1303,912,train/kidney_1_dense/images/0139.tif,train/kidney_1_dense/labels/0139.tif
140,kidney_1_dense_0140,kidney_1_dense,140,1303,912,train/kidney_1_dense/images/0140.tif,train/kidney_1_dense/labels/0140.tif
141,kidney_1_dense_0141,kidney_1_dense,141,1303,912,train/kidney_1_dense/images/0141.tif,train/kidney_1_dense/labels/0141.tif
142,kidney_1_dense_0142,kidney_1_dense,142,1303,912,train/kidney_1_dense/images/0142.tif,train/kidney_1_dense/labels/0142.tif
143,kidney_1_dense_0143,kidney_1_dense,143,1303,912,train/kidney_1_dense/images/0143.tif,train/kidney_1_dense/labels/0143.tif
144,kidney_1_dense_0144,kidney_1_dense,144,1303,912,train/kidney_1_dense/images/0144.tif,train/kidney_1_dense/labels/0144.tif
145,kidney_1_dense_0145,kidney_1_dense,145,1303,912,train/kidney_1_dense/images/0145.tif,train/kidney_1_dense/labels/0145.tif
146,kidney_1_dense_0146,kidney_1_dense,146,1303,912,train/kidney_1_dense/images/0146.tif,train/kidney_1_dense/labels/0146.tif
147,kidney_1_dense_0147,kidney_1_dense,147,1303,912,train/kidney_1_dense/images/0147.tif,train/kidney_1_dense/labels/0147.tif
148,kidney_1_dense_0148,kidney_1_dense,148,1303,912,train/kidney_1_dense/images/0148.tif,train/kidney_1_dense/labels/0148.tif
149,kidney_1_dense_0149,kidney_1_dense,149,1303,912,train/kidney_1_dense/images/0149.tif,train/kidney_1_dense/labels/0149.tif
150,kidney_1_dense_0150,kidney_1_dense,150,1303,912,train/kidney_1_dense/images/0150.tif,train/kidney_1_dense/labels/0150.tif
151,kidney_1_dense_0151,kidney_1_dense,151,1303,912,train/kidney_1_dense/images/0151.tif,train/kidney_1_dense/labels/0151.tif
152,kidney_1_dense_0152,kidney_1_dense,152,1303,912,train/kidney_1_dense/images/0152.tif,train/kidney_1_dense/labels/0152.tif
153,kidney_1_dense_0153,kidney_1_dense,153,1303,912,train/kidney_1_dense/images/0153.tif,train/kidney_1_dense/labels/0153.tif
154,kidney_1_dense_0154,kidney_1_dense,154,1303,912,train/kidney_1_dense/images/0154.tif,train/kidney_1_dense/labels/0154.tif
155,kidney_1_dense_0155,kidney_1_dense,155,1303,912,train/kidney_1_dense/images/0155.tif,train/kidney_1_dense/labels/0155.tif
156,kidney_1_dense_0156,kidney_1_dense,156,1303,912,train/kidney_1_dense/images/0156.tif,train/kidney_1_dense/labels/0156.tif
157,kidney_1_dense_0157,kidney_1_dense,157,1303,912,train/kidney_1_dense/images/0157.tif,train/kidney_1_dense/labels/0157.tif
158,kidney_1_dense_0158,kidney_1_dense,158,1303,912,train/kidney_1_dense/images/0158.tif,train/kidney_1_dense/labels/0158.tif
159,kidney_1_dense_0159,kidney_1_dense,159,1303,912,train/kidney_1_dense/images/0159.tif,train/kidney_1_dense/labels/0159.tif
160,kidney_1_dense_0160,kidney_1_dense,160,1303,912,train/kidney_1_dense/images/0160.tif,train/kidney_1_dense/labels/0160.tif
161,kidney_1_dense_0161,kidney_1_dense,161,1303,912,train/kidney_1_dense/images/0161.tif,train/kidney_1_dense/labels/0161.tif
162,kidney_1_dense_0162,kidney_1_dense,162,1303,912,train/kidney_1_dense/images/0162.tif,train/kidney_1_dense/labels/0162.tif
163,kidney_1_dense_0163,kidney_1_dense,163,1303,912,train/kidney_1_dense/images/0163.tif,train/kidney_1_dense/labels/0163.tif
164,kidney_1_dense_0164,kidney_1_dense,164,1303,912,train/kidney_1_dense/images/0164.tif,train/kidney_1_dense/labels/0164.tif
165,kidney_1_dense_0165,kidney_1_dense,165,1303,912,train/kidney_1_dense/images/0165.tif,train/kidney_1_dense/labels/0165.tif
166,kidney_1_dense_0166,kidney_1_dense,166,1303,912,train/kidney_1_dense/images/0166.tif,train/kidney_1_dense/labels/0166.tif
167,kidney_1_dense_0167,kidney_1_dense,167,1303,912,train/kidney_1_dense/images/0167.tif,train/kidney_1_dense/labels/0167.tif
168,kidney_1_dense_0168,kidney_1_dense,168,1303,912,train/kidney_1_dense/images/0168.tif,train/kidney_1_dense/labels/0168.tif
169,kidney_1_dense_0169,kidney_1_dense,169,1303,912,train/kidney_1_dense/images/0169.tif,train/kidney_1_dense/labels/0169.tif
170,kidney_1_dense_0170,kidney_1_dense,170,1303,912,train/kidney_1_dense/images/0170.tif,train/kidney_1_dense/labels/0170.tif
171,kidney_1_dense_0171,kidney_1_dense,171,1303,912,train/kidney_1_dense/images/0171.tif,train/kidney_1_dense/labels/0171.tif
172,kidney_1_dense_0172,kidney_1_dense,172,1303,912,train/kidney_1_dense/images/0172.tif,train/kidney_1_dense/labels/0172.tif
173,kidney_1_dense_0173,kidney_1_dense,173,1303,912,train/kidney_1_dense/images/0173.tif,train/kidney_1_dense/labels/0173.tif
174,kidney_1_dense_0174,kidney_1_dense,174,1303,912,train/kidney_1_dense/images/0174.tif,train/kidney_1_dense/labels/0174.tif
175,kidney_1_dense_0175,kidney_1_dense,175,1303,912,train/kidney_1_dense/images/0175.tif,train/kidney_1_dense/labels/0175.tif
176,kidney_1_dense_0176,kidney_1_dense,176,1303,912,train/kidney_1_dense/images/0176.tif,train/kidney_1_dense/labels/0176.tif
177,kidney_1_dense_0177,kidney_1_dense,177,1303,912,train/kidney_1_dense/images/0177.tif,train/kidney_1_dense/labels/0177.tif
178,kidney_1_dense_0178,kidney_1_dense,178,1303,912,train/kidney_1_dense/images/0178.tif,train/kidney_1_dense/labels/0178.tif
179,kidney_1_dense_0179,kidney_1_dense,179,1303,912,train/kidney_1_dense/images/0179.tif,train/kidney_1_dense/labels/0179.tif
180,kidney_1_dense_0180,kidney_1_dense,180,1303,912,train/kidney_1_dense/images/0180.tif,train/kidney_1_dense/labels/0180.tif
181,kidney_1_dense_0181,kidney_1_dense,181,1303,912,train/kidney_1_dense/images/0181.tif,train/kidney_1_dense/labels/0181.tif
182,kidney_1_dense_0182,kidney_1_dense,182,1303,912,train/kidney_1_dense/images/0182.tif,train/kidney_1_dense/labels/0182.tif
183,kidney_1_dense_0183,kidney_1_dense,183,1303,912,train/kidney_1_dense/images/0183.tif,train/kidney_1_dense/labels/0183.tif
184,kidney_1_dense_0184,kidney_1_dense,184,1303,912,train/kidney_1_dense/images/0184.tif,train/kidney_1_dense/labels/0184.tif
185,kidney_1_dense_0185,kidney_1_dense,185,1303,912,train/kidney_1_dense/images/0185.tif,train/kidney_1_dense/labels/0185.tif
186,kidney_1_dense_0186,kidney_1_dense,186,1303,912,train/kidney_1_dense/images/0186.tif,train/kidney_1_dense/labels/0186.tif
187,kidney_1_dense_0187,kidney_1_dense,187,1303,912,train/kidney_1_dense/images/0187.tif,train/kidney_1_dense/labels/0187.tif
188,kidney_1_dense_0188,kidney_1_dense,188,1303,912,train/kidney_1_dense/images/0188.tif,train/kidney_1_dense/labels/0188.tif
189,kidney_1_dense_0189,kidney_1_dense,189,1303,912,train/kidney_1_dense/images/0189.tif,train/kidney_1_dense/labels/0189.tif
190,kidney_1_dense_0190,kidney_1_dense,190,1303,912,train/kidney_1_dense/images/0190.tif,train/kidney_1_dense/labels/0190.tif
191,kidney_1_dense_0191,kidney_1_dense,191,1303,912,train/kidney_1_dense/images/0191.tif,train/kidney_1_dense/labels/0191.tif
192,kidney_1_dense_0192,kidney_1_dense,192,1303,912,train/kidney_1_dense/images/0192.tif,train/kidney_1_dense/labels/0192.tif
193,kidney_1_dense_0193,kidney_1_dense,193,1303,912,train/kidney_1_dense/images/0193.tif,train/kidney_1_dense/labels/0193.tif
194,kidney_1_dense_0194,kidney_1_dense,194,1303,912,train/kidney_1_dense/images/0194.tif,train/kidney_1_dense/labels/0194.tif
195,kidney_1_dense_0195,kidney_1_dense,195,1303,912,train/kidney_1_dense/images/0195.tif,train/kidney_1_dense/labels/0195.tif
196,kidney_1_dense_0196,kidney_1_dense,196,1303,912,train/kidney_1_dense/images/0196.tif,train/kidney_1_dense/labels/0196.tif
197,kidney_1_dense_0197,kidney_1_dense,197,1303,912,train/kidney_1_dense/images/0197.tif,train/kidney_1_dense/labels/0197.tif
198,kidney_1_dense_0198,kidney_1_dense,198,1303,912,train/kidney_1_dense/images/0198.tif,train/kidney_1_dense/labels/0198.tif
199,kidney_1_dense_0199,kidney_1_dense,199,1303,912,train/kidney_1_dense/images/0199.tif,train/kidney_1_dense/labels/0199.tif
200,kidney_1_dense_0200,kidney_1_dense,200,1303,912,train/kidney_1_dense/images/0200.tif,train/kidney_1_dense/labels/0200.tif
201,kidney_1_dense_0201,kidney_1_dense,201,1303,912,train/kidney_1_dense/images/0201.tif,train/kidney_1_dense/labels/0201.tif
